point_id,timestamp,longitude,latitude,current_shade_status,current_sun_elevation,current_sun_azimuth,last_1h_shade_fraction,last_1h_shade_hours,last_2h_shade_fraction,last_2h_shade_hours,last_4h_shade_fraction,last_4h_shade_hours,cumulative_shade_fraction,cumulative_shade_hours,cumulative_total_hours
test_point_1,2024-06-21T16:00:00,325478.0,4686003.75,1,37.37313124175482,88.90784506189381,1.0,1.0,1.0,2.0,1.0,4.0,1.0,11.0,11.0
test_point_2,2024-06-21T16:00:00,325103.0,4685629.0,1,37.37313124175482,88.90784506189381,1.0,1.0,1.0,2.0,1.0,4.0,1.0,11.0,11.0
