point_id,edge_id,sample_index,latitude,longitude,current_shade,last_1h_fraction,last_2h_fraction,last_4h_fraction,since_dawn_fraction,timestamp,time_period,test_hour,base_edge_id,edge_type,edge_area
urban_ns_001_1500_0,urban_ns_001_1500,0,42.358999999999995,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_1,urban_ns_001_1500,1,42.35909956977186,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_2,urban_ns_001_1500,2,42.35919913938593,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_3,urban_ns_001_1500,3,42.35929870884223,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_4,urban_ns_001_1500,4,42.35939827814076,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_5,urban_ns_001_1500,5,42.3594978472815,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_6,urban_ns_001_1500,6,42.359597416264485,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_7,urban_ns_001_1500,7,42.359696985089684,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_8,urban_ns_001_1500,8,42.35979655375711,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_9,urban_ns_001_1500,9,42.359896122266754,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_10,urban_ns_001_1500,10,42.359995690618625,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_11,urban_ns_001_1500,11,42.36009525881273,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_12,urban_ns_001_1500,12,42.360194826849046,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_13,urban_ns_001_1500,13,42.36029439472759,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_14,urban_ns_001_1500,14,42.360393962448356,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_15,urban_ns_001_1500,15,42.36049353001134,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_16,urban_ns_001_1500,16,42.360593097416555,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_17,urban_ns_001_1500,17,42.36069266466399,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_18,urban_ns_001_1500,18,42.36079223175366,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_19,urban_ns_001_1500,19,42.36089179868554,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_20,urban_ns_001_1500,20,42.360991365459654,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_21,urban_ns_001_1500,21,42.36109093207599,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_22,urban_ns_001_1500,22,42.36119049853455,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_23,urban_ns_001_1500,23,42.36129006483532,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_24,urban_ns_001_1500,24,42.36138963097833,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_25,urban_ns_001_1500,25,42.36148919696356,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_26,urban_ns_001_1500,26,42.36158876279101,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_27,urban_ns_001_1500,27,42.36168832846069,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_28,urban_ns_001_1500,28,42.36178789397258,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_29,urban_ns_001_1500,29,42.361887459326695,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_30,urban_ns_001_1500,30,42.361987024523046,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1500_31,urban_ns_001_1500,31,42.362,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T15:00:00,Mid Afternoon,15,urban_ns_001,main_street,dense_urban
urban_ns_001_1730_0,urban_ns_001_1730,0,42.358999999999995,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T17:30:00,Late Afternoon,17,urban_ns_001,main_street,dense_urban
urban_ns_001_1730_1,urban_ns_001_1730,1,42.35909956977186,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T17:30:00,Late Afternoon,17,urban_ns_001,main_street,dense_urban
urban_ns_001_1730_2,urban_ns_001_1730,2,42.35919913938593,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T17:30:00,Late Afternoon,17,urban_ns_001,main_street,dense_urban
urban_ns_001_1730_3,urban_ns_001_1730,3,42.35929870884223,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T17:30:00,Late Afternoon,17,urban_ns_001,main_street,dense_urban
urban_ns_001_1730_4,urban_ns_001_1730,4,42.35939827814076,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T17:30:00,Late Afternoon,17,urban_ns_001,main_street,dense_urban
urban_ns_001_1730_5,urban_ns_001_1730,5,42.3594978472815,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T17:30:00,Late Afternoon,17,urban_ns_001,main_street,dense_urban
urban_ns_001_1730_6,urban_ns_001_1730,6,42.359597416264485,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T17:30:00,Late Afternoon,17,urban_ns_001,main_street,dense_urban
urban_ns_001_1730_7,urban_ns_001_1730,7,42.359696985089684,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T17:30:00,Late Afternoon,17,urban_ns_001,main_street,dense_urban
urban_ns_001_1730_8,urban_ns_001_1730,8,42.35979655375711,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T17:30:00,Late Afternoon,17,urban_ns_001,main_street,dense_urban
urban_ns_001_1730_9,urban_ns_001_1730,9,42.359896122266754,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T17:30:00,Late Afternoon,17,urban_ns_001,main_street,dense_urban
urban_ns_001_1730_10,urban_ns_001_1730,10,42.359995690618625,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T17:30:00,Late Afternoon,17,urban_ns_001,main_street,dense_urban
urban_ns_001_1730_11,urban_ns_001_1730,11,42.36009525881273,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T17:30:00,Late Afternoon,17,urban_ns_001,main_street,dense_urban
urban_ns_001_1730_12,urban_ns_001_1730,12,42.360194826849046,-71.057,False,0.0,0.0,0.0,0.0,2024-06-15T17:30:00,Late Afternoon,17,urban_ns_001,main_street,dense_urban
